text,text_unused,bahasa,kitab,allah,arsy,agama,petir,guntur,hujan,awan,angin,arab,warna,hijau,merah,biru,hitam,putih,minyak,karang,tanah,mutiara,kaca,debu,sutra,tanah liat,besi,emas,perak,kuningan,permata,senjata,dirham,tinta,pena,tabut,perahu,kapal,lampu,kunci,tangga,bahtera,masjid,gereja,biara,masjidil haram,masjidil aqsha,kabah,pisau,panah,baju besi,tubuh,badan,penyakit,sakit,makanan,janin,darah,tulang,telinga,mata,jari,dahi,ubun ubun,jantung,hati,dada,punggung,tangan,kaki,perut,lambung,rambut,kulit,leher,dagu,tumit,usus,bibir,hidung,lidah,sayap,rusuk,kusta,daging,madu,susu,garam,roti,khamar,gandum,daging babi,bangkai,burung,tanaman,binatang,ikan,belalang,lebah,laba laba,semut,kutu,nyamuk,lalat,gagak,salwa,hud hud,kebun,mentimun,kurma,tin,jahe,anggur,sayur,daun,kelopak,mayang,zaitun,bawang,kacang,pohon,delima,unta,sapi,babi,kambing,kuda,singa,keledai,bagal,kera,serigala,katak,domba,ular,anjing,malaikat,jin,manusia,binatang melata,jibril,malaikat maut,harut,marut,malik,mikail,syaitan,iblis,raja,anak adam,nabi,firaun,uzair,luqman,jalut,dzulkifli,samiri,thalut,karun,dzulkarnain,haman,aad,tsamud,madyan,quraisy,romawi,anshar,badui,tubba,bani israil,yajuj,majuj,orang yang mendiami gua,tentara bergajah,orang yang membuat parit,penduduk rass,penduduk aikah,al hijr,abu lahab,rasul,zakaria,yahya,harun,idris,ilyasa,ayyub,adam,daud,sulaiman,yusuf,yaqub,ishaq,habil,qabil,israil,aazar,muhammad,isa,ibrahim,ismail,shaleh,hud,syuaib,yunus,musa,nuh,luth,ilyas,ahmad,zaid,maryam,al masih,quran,injil,zabur,taurat,islam,nasrani,yahudi,shabiin,majusi,bulan,bumi,matahari,bintang,syira,gugusan bintang,al uzza,manat,al lata,suwwa,baal,nasr,wadd,yaghuts,yauq,berhala,lembu,akhirat,jahiliyah,jumat,sabtu,haji,umrah,malam kemuliaan,ramadhan,fajar,kebangkitan,hari kiamat,surga,neraka,firdaus,adn,pohon bidara,salsabil,sijjin,saqar,zaqqum,api yang bergejolak,ufuk,kiblat,dusun,kota,gunung,badar,mekah,baitullah,madinah,babil,hunain,iram,yastrib,shafa,marwa,arafah,sinai,bukit judi,mesir,saba,al ahqaf,imran,keluarga,ayah,ibu,bapak,anak,yatim,saudara,budak,laki,perempuan,harta,niaga,jual beli,hutang,riba,dagang,ibadah,shalat,puasa,zakat,sedekah,negara,bangsa,hukum,adil,kisah,hikmah,ilmu,perang,zalim
allah taala selamat nabi ibrahim alaihissalam jadi api dingin allah subhanahu wa taala firman wahai api jadi dingin jadi selamat ibrahim qs al anbiyaa 69 ibnu abbas abul aliyah kata kalau anda allah firman jadi selamat ibrahim dingin api sebut sakit ibrahim itu binatang ikut bantu tiup api bakar nabi ibrahim wazagh cicak tokek dasar hadis riwayat bukhari karena mengapa rasulullah shallalllahu alaihi wa sallam suruh bunuh cicak jelas bunuh sekali pukul dapat ratus baik dua kali pukul pahala kurang dasar hadis riwayat muslim,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
umat islam alami intimidasi sulit duka tinggal kampung halaman mekah tinggal harta keluarga di sana rasulullah ada rencana sergap kafilah quraisy itu rupa respon musuh laku lama para sahabat muhajirin anshar kumpul siaga laku sergap rencana siap matang bukan jadi manusia kelas rasulullah hanya mampu rencana allah laku apa dia hendak sergap gagal kafilah dagang yang pimpin abu sufyan bin harb hasil lari diri malah quraisy balik laku siap matang perang mereka hendak beri ajar kelompok kecil kaum muslimin orangorang jazirah arab jangan pernah remeh quraisy kata abu jahal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nabi sama sahabat keluar madinah tanggal 12 ramadhan tahun 2 h beliau wajib kaum muslimin ambil bagi tuju badar berangkat tuju sergap kafilah quraisy bukan perang menghadang kafilah bawa 1000 onta 50000 dinar emas hanya jaga 40 orang saja balas buat quraisy telah rampas harta lama mekah sayang rencana ini hasil tahu abu sufyan pun ubah rute kafilah tahu gera umat islam madinah quraisy segera siap pasu besar untuk perang bawa 1300 pasu 600 antara pasu baju besi 100 antara tunggang kuda juga bawa onta jumlah besar kaum muslimin hanya jumlah 314 orang yang kata 319 orang 83 antara kaum muhajirin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
nabi duduk khusyuk munajat rabbnya mohon tolong maha tolong beliau doa allah penuh janji kepada allah beri apa engkau janji kepada allah engkau binasa pasu islam maka ada akan ibadah kepada muka bumi hr muslim no 1763 riwayat allah ini quraisy datang segala sombong banggan tantang dusta rasul allah kurniakan menang telah engkau janji kepada ya allah binasa mereka pada pagi sirah ibnu hisyam 3164 sampaisampai rida beliau jatuh pundak begitu tinggi beliau angkat tangan arah langit lihat ada abu bakar rasa tak hati taruh rida nabi atas pundak dekap kemudian abu bakar kata wahai nabi allah munajat rabbmu telah cukup pasti penuh apa dia janji kepada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
perang besar pertama menang kaum muslimin 70 orangorang musyrik tewas medan badar antara adalah tokohtokoh quraisy abu jahal utbah bin rabiah syaibah bin rabiah umayyah bin khalaf alash bin hisyam bin almughirah pihak kaum muslimin 14 orang temu syahid 6 orang muhajirin 8 orang anshar perang jadi tanggal 17 ramadhan 2 h arrahiq almakhtum almubarakfury 197201 menang benarbenar dampak positif kaum muslimin rupa hadiah allah atas sabar orangorang iman orangorang arab pun segan negara madinah bagaimana orangorang quraisy lagi remeh kaum muslimin terusmenerus anggap lemah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
perang adalah perang uhud perang hunain kaum muslimin derita kalah perang sebut allah abadi jadi ajar orangorang pikir adapun perang uhud kalah akibat bagi pasu manah ada jabal rumah selisih perintah nabi shallallahu alaihi wasallam turun baik menang maupun kalah mereka malah turun allah ikan kalah allah taala firman ketika kalian timpa musibah perang uhud kalian dapat menang dua kali lipat perang badar kalian kata bagaimana bisa kalah kata musibah kalah asal diri kalian sendiri qs ali imron 165 allah tidak kata kalah akibat pasu musuh jumlah jauh lebih besar lebih kuat akibat salah kalian sendiri buah renung perlu cam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
perang hunain balik jumlah kaum muslim 3x lipat lebih besar pasu musuh kaum muslimin kalah putar pertama akibat rasa bangga jumlah banyak allah taala firman sungguh allah tolong tempat tempat banyak hari perang hunain ingat saat kalian rasa ujub jumlah banyak padahal jumlah banyak tidak manfaat sedikit kalian jadi sempit bumi luas bagi kalian kalian lari belakang qs at taubah 25 rasa ujub jumlah banyak nyata kalah kaum muslimin di perang hunain subhanallah jadi peperangan bagai ajar harga kita betapa penting kokoh aqidah tunduk sempurna allah rasul sebab menang jaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
alhamdulillah nampak kami maksud waqafaat tempat henti tanya atas beberapa tempat guna nabi shallallahu alaihi wa sallam doa saat ibadah haji ulama sebut enam tempat henti ibnul qayyim kata haji beliau cakup enam tempat henti doa 1di atas bukit shafa 2di atas bukit marwah 3di arafah 4di muzdalifah 5di jumrah ula 6di jumrah dua zaadul maad 2287288 adapun rincian tempat henti sebut 1 doa atas bukit shafa marwah hadap kiblat doa takbir tiga kali kemudian baca dzikir bagaimana telah riwayat dalam hadits banyak tiga kali doa selaselanya syeikh muhammad bin sholeh al utsaimin rahimahullah kata takbir allohu akbar angkat tangan bagaimana angkat tangan saat doa banyak tiga kali baca sesuai dengan yang riwayat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
doa hari arafah terus lanjut benam matahari orang laksana haji banyak doa hari sebut nabi shallallahu alaihi wa sallam sabda sebaikbaik doa doa hari arafah sebaikbaik saya katakana kata para nabi aku tidak tuhan yang hak sembah alloh yang maha esa tiada sekutu bagi hr tirmidzi 3585 hasan albani shahih tirmidzi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gunung sai letak semenanjung sai mesir jadi salah satu tempat sejarah kaum muslim tempat percaya tempat nabi musa as terima wahyu upa 10 perintah allah juga kenal sebut the ten commandement puluh perintah allah turun nabi musa kemudian maktub kitab taurat kala untuk umatumat dahulu jauh wahyu alquran rasulullah saw kini gunung sai jadi salah satu tuju wisata penting mesir piramid sphinx tempattempat yang jadi saksi sejarah yahudi nasrani islam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gunung sai tempuh wilayah ismailia letak sisi utara terus suez guna transportasi darat bus pariwisata jalan tempuh kurang lebih 8 10 jam kaki gunung sai tak mukim duduk ada satu bangun kuno biara st catherina konon biara bangun tahun 530 masehi kaisar romawi yustianus i meski ada sejak berabadabad lalu bangun tetap diri kokoh hingga kini sekarang biara fungsi tempat inap turis ziarah gunung sai tinggi gunung sai kurang lebih 2500 meter atas muka laut gunung milik puncak besar tinggi julang sebut rasus safsafah jabal musa jalur harus tempuh daki gunung sai bilang sulit panjang daki wisatawan temu jalan curam kecil penuh bebatuan posisi nyaris tegak lurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saba buah raja abad klasik diri sejak 1300 sm letak wilayah yaman ini masyhur negeri saba benarbenar fenomenal takjub siapa yang tahu kisah siapa saba dalam hadis farwah bin musaik rasulullah shallallahu alaihi wa sallam pernah tanya orang lakilaki rasulullah kabar kepada saba saba apakah nama buah tempat atau nama orang wanita beliau jawab bukan nama suatu tempat bukan nama wanita ia adalah orang lakilaki yang milik peluh orang anak bangsa arab enam orang anakanaknya tempat wilayah yaman empat orang tempat wilayah syam hr abu dawud no 3988 tirmidzi no 3222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
riwayat ibnu abbas radhiallahu anhu tambah namanama anak saba adapun tempat wilayah yaman madzhij kindah alazd alasyariyun anmar himyar yang tempat wilayah syam lakhm judzam ami ghassan hr ahmad no 2898 sejarawan catat nama asli saba adalah abdu asysyams bagaimana tahu namanama kabilah arab ambil nama anakanak saba,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awal raja saba kenal dinasti muiinah rajaraja juluk mukrib saba ibu kota sharwah puingpuingnya letak 50 km arah barat laut kota marib periode ini bendung marib mulai bangun periode tahun 1300 sm hingga 620 sm periode ikut antara tahun 620 sm 115 sm baru kenal nama saba jadi marib ibu kota cara garis besar wilayah jazirah arab bagi jadi bagi bagi utara bagi selatan arab bagi selatan lebih maju banding arab bagi utara masyarakat arab bagi selatan masyarakat dinamis milik adab telah kenal kontak dunia internasional labuh buka pedagangpedagang asing hendak niaga sana orangorang arab utara biasa keras hidup padang pasir kaku lugu kurang kontak dengan dunia luar saja geografi raja saba sangat pengaruh maju adab mereka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
